buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,COP_cooling,Q_heating,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),CoolEnUse (kWh/m2)
38_29,38_29_2_0_res,1,0.088,110.4,0.73755,0.0,0.0,0.0,0.21,0.0,0.0,0.0,66.85,20.6,0.061,11.575,5.252,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,2.6,12.436004,10.321883,46.793803,17.997617
38_29,38_29_2_1_res,1,0.088,110.4,0.73755,0.0,0.21,0.0,0.0,0.0,69.65,0.0,0.0,22.91,0.062,5.135,6.012,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,2.44,5.87714,4.878026,36.755381,15.063681
38_29,38_29_2_2_res,1,0.152,110.4,0.73755,0.21,0.0,0.0,0.21,66.82,0.0,0.0,69.65,20.6,0.021,9.983,6.564,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,2.63,13.137535,10.904154,51.290841,19.502221
38_29,38_29_2_3_res,1,0.152,110.4,0.73755,0.21,0.21,0.0,0.0,64.21,66.85,0.0,0.0,21.12,0.035,9.543,2.893,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,3.13,28.882885,23.972795,27.003023,8.627164
38_29,38_29_3_0_res,1,0.152,110.4,0.73755,0.21,0.0,0.0,0.21,76.87,0.0,0.0,79.79,21.65,0.024,5.689,7.011,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,2.73,15.102883,12.535393,53.231576,19.498746
38_29,38_29_3_1_res,1,0.152,110.4,0.73755,0.21,0.21,0.0,0.0,75.01,77.86,0.0,0.0,20.6,0.057,5.679,3.575,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,2.96,32.686742,27.129996,43.812161,14.801406
38_29,38_29_3_2_res,1,0.088,220.7,0.73755,0.0,0.21,0.0,0.21,0.0,79.79,0.0,77.86,21.87,0.009,10.118,3.088,0.505,2.075,0.0,0.0,1.992,1.307,0.7072,0.0004,0.83,3.23,18.123028,15.042113,32.814021,10.15914
38_29,38_29_4_0_res,2,0.485,110.4,0.73755,0.21,0.0,0.0,0.21,90.19,0.0,0.0,91.79,22.7,0.014,4.502,2.691,0.505,2.075,0.447,0.0,1.992,1.307,0.7072,0.0004,0.83,2.54,94.158209,78.151314,49.695959,19.565338
38_29,38_29_4_1_res,2,0.485,110.4,0.73755,0.21,0.21,0.0,0.0,89.35,91.07,0.0,0.0,22.85,0.014,6.405,4.734,0.505,2.075,0.447,0.0,1.992,1.307,0.7072,0.0004,0.83,3.37,75.781408,62.898569,51.382633,15.247072
38_30,38_30_1_0_res,1,0.085,158.4,2.672359,0.0,0.13,0.0,0.13,0.0,55.69,0.0,56.76,21.79,0.06,11.607,5.884,0.987,2.727,0.0,0.0,2.5,1.494,0.6662,0.00029,0.86,2.66,13.311673,11.448039,26.662277,10.023413
38_30,38_30_2_0_res,1,0.085,158.4,2.672359,0.0,0.13,0.0,0.13,0.0,64.87,0.0,65.71,22.5,0.022,7.986,5.77,0.987,2.727,0.0,0.0,2.5,1.494,0.6662,0.00029,0.86,2.75,12.942051,11.130164,44.303467,16.110352
38_30,38_30_3_0_res,1,0.085,158.4,2.672359,0.0,0.13,0.0,0.13,0.0,76.63,0.0,77.13,22.96,0.029,8.703,2.492,0.987,2.727,0.0,0.0,2.5,1.494,0.6662,0.00029,0.86,3.34,18.258792,15.702561,26.194783,7.842749
38_30,38_30_4_0_res,2,0.418,158.4,2.672359,0.0,0.13,0.0,0.13,0.0,90.91,0.0,91.07,21.95,0.029,5.855,2.565,0.987,2.727,0.558,0.0,2.5,1.494,0.6662,0.00029,0.86,2.67,54.34968,46.740725,41.746372,15.635345
38_31,38_31_0_0_res,0,0.078,159.9,2.646736,0.0,0.2,0.0,0.2,0.0,43.69,0.0,47.77,22.31,0.016,3.626,6.137,0.608,2.698,0.0,1.957,2.616,2.02,0.4279,0.0004,0.85,3.22,32.201869,27.371589,5.235422,1.625908
38_31,38_31_1_0_res,1,0.078,159.9,2.646736,0.0,0.2,0.0,0.2,0.0,51.32,0.0,54.89,22.18,0.053,6.552,4.385,0.608,2.698,0.0,0.0,2.616,2.02,0.4279,0.0004,0.85,2.66,16.00488,13.604148,15.729777,5.91345
38_31,38_31_2_0_res,1,0.078,159.9,2.646736,0.0,0.2,0.0,0.2,0.0,61.4,0.0,64.13,21.5,0.05,6.193,2.056,0.608,2.698,0.0,0.0,2.616,2.02,0.4279,0.0004,0.85,3.16,16.124084,13.705471,33.066195,10.463986
38_31,38_31_3_0_res,1,0.078,159.9,2.646736,0.0,0.2,0.0,0.2,0.0,74.19,0.0,76.04,21.43,0.029,5.299,7.292,0.608,2.698,0.0,0.0,2.616,2.02,0.4279,0.0004,0.85,3.45,16.107926,13.691737,41.179244,11.936013
38_31,38_31_4_0_res,2,0.411,159.9,2.646736,0.0,0.2,0.0,0.2,0.0,89.91,0.0,90.63,22.07,0.05,4.301,4.1,0.608,2.698,2.956,0.0,2.616,2.02,0.4279,0.0004,0.85,2.84,118.293856,100.549778,80.007261,28.171571
38_32,38_32_1_0_res,1,0.094,128.1,2.285949,0.0,0.2,0.0,0.2,0.0,61.58,0.0,52.69,20.1,0.064,7.787,4.542,1.446,2.746,0.0,0.0,2.25,1.551,0.6679,0.00047,0.91,2.74,30.440402,27.700765,38.438864,14.028783
38_32,38_32_2_0_res,1,0.094,128.1,2.285949,0.0,0.2,0.0,0.2,0.0,70.32,0.0,62.35,22.96,0.011,7.48,3.692,1.446,2.746,0.0,0.0,2.25,1.551,0.6679,0.00047,0.91,2.75,16.440513,14.960867,43.850207,15.94553
38_32,38_32_3_0_res,1,0.094,128.1,2.285949,0.0,0.2,0.0,0.2,0.0,80.95,0.0,75.4,21.52,0.052,4.409,5.963,1.446,2.746,0.0,0.0,2.25,1.551,0.6679,0.00047,0.91,2.5,28.880109,26.280899,33.568081,13.427232
38_32,38_32_4_0_res,2,0.427,128.1,2.285949,0.0,0.2,0.0,0.2,0.0,93.32,0.0,91.51,21.63,0.052,6.554,4.96,1.446,2.746,0.591,0.0,2.25,1.551,0.6679,0.00047,0.91,3.2,46.580812,42.388539,58.416789,18.255247
38_33,38_33_0_0_res,0,0.185,153.1,2.715088,0.0,0.2,0.2,0.2,0.0,40.85,37.41,40.85,20.29,0.016,5.614,6.691,0.501,2.571,0.0,1.976,2.049,1.278,0.4263,0.00036,0.85,3.48,26.862318,22.83297,7.562347,2.173088
38_33,38_33_1_0_res,1,0.185,153.1,2.715088,0.0,0.2,0.2,0.2,0.0,47.71,45.37,47.71,21.87,0.059,4.675,5.805,0.501,2.571,0.0,0.0,2.049,1.278,0.4263,0.00036,0.85,2.41,29.163064,24.788605,33.948949,14.086701
38_33,38_33_2_0_res,1,0.185,153.1,2.715088,0.0,0.2,0.2,0.2,0.0,57.4,55.94,57.4,22.86,0.041,9.286,4.328,0.501,2.571,0.0,0.0,2.049,1.278,0.4263,0.00036,0.85,2.61,39.270402,33.379842,25.460391,9.754939
38_33,38_33_3_0_res,1,0.185,153.1,2.715088,0.0,0.2,0.2,0.2,0.0,70.94,70.41,70.94,21.32,0.057,3.695,4.601,0.501,2.571,0.0,0.0,2.049,1.278,0.4263,0.00036,0.85,3.44,30.645503,26.048677,39.269405,11.415525
38_33,38_33_4_0_res,2,0.518,153.1,2.715088,0.0,0.2,0.2,0.2,0.0,89.45,89.2,89.45,21.16,0.022,10.495,6.352,0.501,2.571,2.927,0.0,2.049,1.278,0.4263,0.00036,0.85,2.41,112.551118,95.66845,82.548015,34.252289
39_0,39_0_0_0_res,0,0.2,75.9,1.152246,0.13,0.13,0.0,0.0,39.51,49.39,0.0,0.0,22.6,0.01,8.436,5.86,0.787,2.727,0.0,0.851,2.626,1.77,0.8034,0.00044,0.87,3.18,51.909535,45.161296,24.741408,7.780317
39_0,39_0_1_0_res,1,0.2,75.9,1.152246,0.13,0.13,0.0,0.0,45.4,56.21,0.0,0.0,22.01,0.044,10.998,1.838,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,2.77,47.58835,41.401865,28.313636,10.221529
39_0,39_0_1_1_res,1,0.2,75.9,1.152246,0.0,0.13,0.13,0.0,0.0,62.9,64.9,0.0,22.07,0.058,10.943,5.434,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,3.32,16.303639,14.184166,54.839022,16.517778
39_0,39_0_1_2_res,1,0.2,151.8,0.576123,0.13,0.0,0.13,0.13,44.56,0.0,61.39,56.55,22.94,0.027,6.046,4.828,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,3.28,34.604615,30.106015,43.452758,13.247792
39_0,39_0_2_0_res,1,0.2,75.9,1.152246,0.13,0.13,0.0,0.0,52.69,64.43,0.0,0.0,20.49,0.017,6.077,2.617,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,2.59,31.931079,27.780039,23.739978,9.166015
39_0,39_0_2_1_res,1,0.2,75.9,1.152246,0.0,0.13,0.13,0.0,0.0,70.71,72.63,0.0,21.72,0.028,4.733,6.174,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,3.02,47.060405,40.942553,59.686007,19.763578
39_0,39_0_2_2_res,1,0.2,151.8,0.576123,0.13,0.0,0.13,0.13,52.05,0.0,69.79,65.33,21.49,0.017,3.088,4.744,0.787,2.727,0.0,0.0,2.626,1.77,0.8034,0.00044,0.87,2.49,48.548346,42.237061,34.282958,13.768256
39_0,39_0_3_0_res,2,0.534,151.8,0.576123,0.13,0.0,0.13,0.13,62.19,0.0,79.48,76.09,22.77,0.017,5.991,6.464,0.787,2.727,0.542,0.0,2.626,1.77,0.8034,0.00044,0.87,2.49,84.004811,73.084186,61.562861,24.724041
39_0,39_0_3_1_res,2,0.534,151.8,1.152246,0.13,0.13,0.13,0.0,62.64,77.4,81.45,0.0,22.35,0.017,8.358,5.857,0.787,2.727,0.542,0.0,2.626,1.77,0.8034,0.00044,0.87,2.8,76.195124,66.289758,58.199231,20.78544
39_1,39_1_0_1_res,0,0.176,92.9,1.045104,0.0,0.15,0.15,0.0,0.0,55.7,56.74,0.0,22.67,0.058,3.03,5.098,0.412,1.852,0.0,0.567,1.885,1.918,0.4203,0.00041,0.95,3.43,25.534536,24.257809,23.949397,6.982332
39_1,39_1_1_0_res,1,0.176,185.8,1.045104,0.0,0.15,0.15,0.15,0.0,62.25,63.76,67.49,21.23,0.012,6.986,2.176,0.412,1.852,0.0,0.0,1.885,1.918,0.4203,0.00041,0.95,2.93,16.356193,15.538383,39.931407,13.628467
39_1,39_1_2_0_res,1,0.176,185.8,2.090208,0.0,0.15,0.15,0.15,0.0,69.9,71.71,74.6,20.61,0.063,6.152,7.224,0.412,1.852,0.0,0.0,1.885,1.918,0.4203,0.00041,0.95,2.57,16.496629,15.671797,27.958755,10.878893
39_1,39_1_3_0_res,1,0.176,185.8,2.090208,0.0,0.15,0.15,0.15,0.0,79.11,80.48,82.63,20.96,0.063,11.445,5.13,0.412,1.852,0.0,0.0,1.885,1.918,0.4203,0.00041,0.95,2.63,22.664386,21.531167,56.482648,21.476292
39_2,39_2_0_0_res,0,0.087,118.4,0.810142,0.0,0.15,0.0,0.0,0.0,54.91,0.0,0.0,22.82,0.031,4.047,6.101,0.397,2.597,0.0,0.462,2.698,1.562,0.6,0.00045,0.8,2.63,23.314064,18.651252,13.354998,5.077946
39_2,39_2_0_1_res,0,0.087,118.4,0.810142,0.0,0.0,0.0,0.15,0.0,0.0,0.0,62.43,20.78,0.03,4.094,5.328,0.397,2.597,0.0,0.462,2.698,1.562,0.6,0.00045,0.8,2.94,12.285158,9.828127,18.471533,6.282834
39_2,39_2_1_0_res,1,0.087,118.4,0.810142,0.0,0.15,0.0,0.0,0.0,61.13,0.0,0.0,22.09,0.026,8.035,7.683,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,2.42,11.591832,9.273465,23.866236,9.862081
39_2,39_2_1_1_res,1,0.087,118.4,0.810142,0.0,0.0,0.0,0.15,0.0,0.0,0.0,68.41,20.51,0.056,3.081,4.985,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,3.42,7.999934,6.399947,22.850788,6.681517
39_2,39_2_2_0_res,1,0.087,118.4,0.810142,0.0,0.15,0.0,0.0,0.0,68.57,0.0,0.0,21.08,0.022,8.706,2.481,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,2.73,14.098641,11.278913,26.712926,9.784955
39_2,39_2_2_1_res,1,0.087,118.4,0.810142,0.0,0.0,0.0,0.15,0.0,0.0,0.0,75.09,21.58,0.023,7.323,1.872,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,2.52,18.310341,14.648273,22.219346,8.817201
39_2,39_2_3_0_res,1,0.087,118.4,0.810142,0.0,0.15,0.0,0.0,0.0,77.86,0.0,0.0,22.01,0.034,9.869,4.683,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,2.88,17.662298,14.129839,38.130074,13.239609
39_2,39_2_3_1_res,1,0.087,118.4,0.810142,0.0,0.0,0.0,0.15,0.0,0.0,0.0,82.79,22.78,0.036,5.798,4.599,0.397,2.597,0.0,0.0,2.698,1.562,0.6,0.00045,0.8,2.94,26.293799,21.035039,36.252535,12.330794
39_3,39_3_0_0_res,0,0.088,107.3,0.914764,0.0,0.0,0.0,0.13,0.0,0.0,0.0,66.85,20.75,0.061,3.693,5.53,0.544,1.144,0.0,0.777,2.894,1.694,0.3997,0.0003,0.86,2.69,6.619578,5.692837,17.418201,6.475168
39_3,39_3_0_1_res,0,0.088,107.3,0.914764,0.0,0.13,0.0,0.0,0.0,58.26,0.0,0.0,22.19,0.04,8.236,7.881,0.544,1.144,0.0,0.777,2.894,1.694,0.3997,0.0003,0.86,3.25,9.800816,8.428702,14.133995,4.348922
39_3,39_3_1_0_res,1,0.088,107.3,0.914764,0.0,0.0,0.0,0.13,0.0,0.0,0.0,72.31,20.81,0.058,9.961,2.639,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,3.3,6.424988,5.52549,18.278085,5.538814
39_3,39_3_1_1_res,1,0.088,107.3,0.914764,0.0,0.13,0.0,0.0,0.0,64.0,0.0,0.0,21.54,0.062,4.157,3.965,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,2.42,9.197717,7.910036,22.364474,9.241518
39_3,39_3_2_0_res,1,0.088,107.3,0.914764,0.0,0.13,0.0,0.0,0.0,70.83,0.0,0.0,20.97,0.055,2.986,7.357,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,3.27,5.360241,4.609807,21.399804,6.544282
39_3,39_3_2_1_res,1,0.088,107.3,0.914764,0.0,0.0,0.0,0.13,0.0,0.0,0.0,78.16,20.24,0.027,5.416,4.85,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,3.3,7.070808,6.080895,21.438704,6.496577
39_3,39_3_3_0_res,1,0.088,107.3,0.914764,0.0,0.13,0.0,0.0,0.0,79.11,0.0,0.0,21.41,0.047,5.746,2.61,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,3.45,15.417829,13.259333,36.909415,10.698381
39_3,39_3_3_1_res,1,0.088,107.3,0.914764,0.0,0.0,0.0,0.13,0.0,0.0,0.0,84.9,21.11,0.047,5.371,6.88,0.544,1.144,0.0,0.0,2.894,1.694,0.3997,0.0003,0.86,2.41,9.017968,7.755452,36.570165,15.174342
39_4,39_4_0_2_res,0,0.107,160.1,0.619959,0.34,0.34,0.0,0.0,42.61,52.22,0.0,0.0,20.34,0.04,6.295,4.654,0.648,2.568,0.0,2.784,2.88,2.072,0.3509,0.00036,0.93,3.43,40.26111,37.442832,9.512307,2.773267
39_4,39_4_1_0_res,1,0.107,160.1,0.619959,0.34,0.34,0.0,0.0,48.31,58.82,0.0,0.0,21.57,0.049,10.7,7.694,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,2.93,18.264881,16.986339,31.476388,10.742794
39_4,39_4_1_1_res,1,0.107,160.1,1.239918,0.34,0.0,0.0,0.34,52.75,0.0,0.0,67.23,21.91,0.021,3.362,4.433,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,2.79,28.34483,26.360692,21.148333,7.580048
39_4,39_4_2_0_res,1,0.107,160.1,0.619959,0.34,0.34,0.0,0.0,55.8,67.21,0.0,0.0,21.47,0.02,4.099,2.116,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,3.24,31.380893,29.184231,20.026976,6.181165
39_4,39_4_2_1_res,1,0.107,160.1,0.619959,0.34,0.0,0.0,0.34,59.47,0.0,0.0,74.34,21.3,0.051,3.114,7.642,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,2.88,17.121786,15.923261,32.402425,11.250842
39_4,39_4_3_0_res,1,0.107,160.1,0.619959,0.34,0.34,0.0,0.0,65.61,77.01,0.0,0.0,21.65,0.036,10.858,6.295,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,2.48,29.11644,27.078289,40.357429,16.273157
39_4,39_4_3_1_res,1,0.107,160.1,0.619959,0.34,0.0,0.0,0.34,68.7,0.0,0.0,82.82,20.53,0.008,10.692,6.815,0.648,2.568,0.0,0.0,2.88,2.072,0.3509,0.00036,0.93,3.01,26.010788,24.190033,53.457026,17.759809
39_4,39_4_4_0_res,2,0.441,160.1,0.619959,0.34,0.34,0.0,0.0,80.72,88.77,0.0,0.0,22.14,0.008,11.069,1.893,0.648,2.568,0.766,0.0,2.88,2.072,0.3509,0.00036,0.93,3.33,53.968063,50.190299,45.18234,13.56827
39_4,39_4_4_1_res,2,0.441,160.1,0.619959,0.34,0.0,0.0,0.34,82.4,0.0,0.0,91.88,22.52,0.008,8.137,5.852,0.648,2.568,0.766,0.0,2.88,2.072,0.3509,0.00036,0.93,3.29,64.976793,60.428417,55.262359,16.79707
39_5,39_5_0_1_res,0,0.161,78.7,1.242868,0.0,0.0,0.29,0.29,0.0,0.0,43.95,57.97,22.72,0.021,10.739,5.183,0.526,2.776,0.0,0.548,2.006,1.36,0.7174,0.00032,0.82,3.43,31.979502,26.223192,49.994945,14.575786
39_5,39_5_1_0_res,1,0.161,78.7,1.242868,0.0,0.29,0.29,0.0,0.0,52.96,44.4,0.0,21.57,0.01,3.743,6.105,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,2.64,44.741634,36.68814,38.923275,14.743665
39_5,39_5_1_1_res,1,0.161,78.7,1.242868,0.0,0.0,0.29,0.29,0.0,0.0,49.96,63.88,21.94,0.016,6.414,5.769,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,3.03,25.146586,20.620201,52.147757,17.210481
39_5,39_5_2_0_res,1,0.161,78.7,1.242868,0.0,0.0,0.29,0.29,0.0,0.0,56.97,70.98,20.01,0.008,10.609,7.794,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,2.56,23.990582,19.672277,53.816717,21.022155
39_5,39_5_2_1_res,1,0.161,78.7,1.242868,0.0,0.29,0.29,0.0,0.0,61.39,51.99,0.0,21.15,0.038,5.327,5.196,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,3.22,42.04571,34.477482,55.096665,17.110766
39_5,39_5_3_0_res,1,0.161,78.7,1.242868,0.0,0.0,0.29,0.29,0.0,0.0,66.37,79.38,21.77,0.055,6.346,5.4,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,2.42,41.361271,33.916242,72.237828,29.850342
39_5,39_5_3_1_res,1,0.161,78.7,1.242868,0.0,0.29,0.29,0.0,0.0,72.12,62.76,0.0,22.72,0.022,7.781,5.79,0.526,2.776,0.0,0.0,2.006,1.36,0.7174,0.00032,0.82,2.95,22.315189,18.298455,55.025767,18.652802
39_5,39_5_4_0_res,2,0.494,78.7,1.242868,0.0,0.29,0.29,0.0,0.0,85.5,78.13,0.0,21.05,0.037,10.569,6.628,0.526,2.776,0.48,0.0,2.006,1.36,0.7174,0.00032,0.82,3.49,61.644694,50.548649,78.990925,22.633503
39_5,39_5_4_1_res,2,0.494,78.7,1.242868,0.0,0.0,0.29,0.29,0.0,0.0,80.58,89.41,21.8,0.037,10.061,7.035,0.526,2.776,0.48,0.0,2.006,1.36,0.7174,0.00032,0.82,2.99,65.808,53.96256,80.718438,26.996133
39_6,39_6_0_2_res,0,0.077,151.7,0.648824,0.0,0.24,0.0,0.0,0.0,52.22,0.0,0.0,22.22,0.056,10.174,2.08,0.47,2.47,0.0,1.906,2.517,1.908,0.3346,0.00046,0.86,3.42,21.417627,18.419159,8.148189,2.382511
39_6,39_6_1_0_res,1,0.077,151.7,0.648824,0.0,0.24,0.0,0.0,0.0,58.3,0.0,0.0,22.68,0.062,7.57,3.87,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,2.66,9.19298,7.905963,17.701352,6.654644
39_6,39_6_1_1_res,1,0.077,151.7,1.297648,0.0,0.0,0.0,0.24,0.0,0.0,0.0,70.65,20.5,0.066,4.821,4.802,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,2.48,19.168939,16.485288,24.995887,10.078987
39_6,39_6_2_0_res,1,0.077,151.7,0.648824,0.0,0.24,0.0,0.0,0.0,66.0,0.0,0.0,20.06,0.062,9.219,2.848,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,3.12,17.180182,14.774957,21.299618,6.826801
39_6,39_6_2_1_res,1,0.077,151.7,0.648824,0.0,0.0,0.0,0.24,0.0,0.0,0.0,76.99,22.63,0.063,8.981,1.789,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,2.53,18.815773,16.181565,33.327593,13.172962
39_6,39_6_3_0_res,1,0.077,151.7,0.648824,0.0,0.24,0.0,0.0,0.0,75.63,0.0,0.0,22.11,0.025,3.288,3.651,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,3.35,7.924563,6.815124,30.415386,9.07922
39_6,39_6_3_1_res,1,0.077,151.7,0.648824,0.0,0.0,0.0,0.24,0.0,0.0,0.0,84.21,22.96,0.018,5.898,6.166,0.47,2.47,0.0,0.0,2.517,1.908,0.3346,0.00046,0.86,3.43,13.686162,11.770099,42.195478,12.301889
39_6,39_6_4_0_res,2,0.41,151.7,0.648824,0.0,0.24,0.0,0.0,0.0,87.24,0.0,0.0,20.07,0.018,8.254,4.016,0.47,2.47,0.423,0.0,2.517,1.908,0.3346,0.00046,0.86,2.69,60.949325,52.41642,41.875605,15.567139
39_6,39_6_4_1_res,2,0.41,151.7,0.648824,0.0,0.0,0.0,0.24,0.0,0.0,0.0,92.17,22.71,0.018,4.416,2.13,0.47,2.47,0.423,0.0,2.517,1.908,0.3346,0.00046,0.86,3.07,74.227709,63.83583,31.607082,10.295466
39_7,39_7_0_0_res,0,0.087,149.3,2.397265,0.0,0.18,0.0,0.18,0.0,53.19,0.0,67.61,22.36,0.034,11.521,2.797,0.673,2.083,0.0,0.47,2.154,1.671,0.3971,0.00048,0.82,2.75,22.57174,18.508827,22.593238,8.215723
39_7,39_7_1_0_res,1,0.087,149.3,2.397265,0.0,0.18,0.0,0.18,0.0,58.68,0.0,72.3,20.06,0.05,9.347,2.85,0.673,2.083,0.0,0.0,2.154,1.671,0.3971,0.00048,0.82,2.84,8.271381,6.782532,25.238879,8.886929
39_7,39_7_2_0_res,1,0.087,149.3,2.397265,0.0,0.18,0.0,0.18,0.0,65.63,0.0,78.0,20.47,0.066,5.185,5.885,0.673,2.083,0.0,0.0,2.154,1.671,0.3971,0.00048,0.82,2.64,7.872958,6.455826,34.290301,12.98875
39_7,39_7_3_0_res,1,0.087,149.3,2.397265,0.0,0.18,0.0,0.18,0.0,74.52,0.0,84.44,20.59,0.009,11.058,7.932,0.673,2.083,0.0,0.0,2.154,1.671,0.3971,0.00048,0.82,3.01,10.104555,8.285735,34.491302,11.458904
39_7,39_7_4_0_res,2,0.42,149.3,2.397265,0.0,0.18,0.0,0.18,0.0,85.29,0.0,91.23,21.85,0.049,10.313,1.799,0.673,2.083,0.535,0.0,2.154,1.671,0.3971,0.00048,0.82,2.6,61.877368,50.739441,52.904562,20.347909
39_8,39_8_0_3_res,0,0.168,82.9,1.180101,0.24,0.0,0.0,0.24,49.39,0.0,0.0,56.17,22.01,0.046,8.01,1.969,0.555,2.115,0.0,0.543,1.866,1.656,0.7808,0.00035,0.9,2.47,41.796401,37.616761,27.484373,11.127276
39_8,39_8_1_0_res,1,0.077,82.9,1.180101,0.0,0.0,0.0,0.24,0.0,0.0,0.0,66.54,20.12,0.029,3.041,2.574,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,3.41,14.117121,12.705409,38.431359,11.270193
39_8,39_8_1_1_res,1,0.168,82.9,1.180101,0.24,0.0,0.0,0.24,55.11,0.0,0.0,62.14,21.21,0.058,10.021,2.328,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,2.63,22.407382,20.166644,40.698215,15.474606
39_8,39_8_1_2_res,1,0.122,165.7,1.180101,0.24,0.24,0.0,0.0,57.81,57.61,0.0,0.0,22.92,0.054,9.231,4.483,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,3.28,22.284609,20.056148,33.382365,10.17755
39_8,39_8_2_0_res,1,0.077,82.9,1.180101,0.0,0.0,0.0,0.24,0.0,0.0,0.0,73.4,21.49,0.025,4.107,3.5,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,3.27,13.476682,12.129014,28.488726,8.712149
39_8,39_8_2_1_res,1,0.168,82.9,1.180101,0.24,0.0,0.0,0.24,62.67,0.0,0.0,69.46,21.37,0.053,7.5,5.764,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,3.47,20.963177,18.866859,42.578798,12.270547
39_8,39_8_2_2_res,1,0.122,165.7,0.590051,0.24,0.24,0.0,0.0,64.46,65.04,0.0,0.0,22.7,0.008,9.893,6.838,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,2.6,18.422579,16.580321,46.728383,17.972455
39_8,39_8_3_0_res,1,0.077,82.9,1.180101,0.0,0.0,0.0,0.24,0.0,0.0,0.0,81.12,21.27,0.065,2.966,4.245,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,2.67,20.408652,18.367787,47.081312,17.63345
39_8,39_8_3_1_res,1,0.168,82.9,1.180101,0.24,0.0,0.0,0.24,72.12,0.0,0.0,78.27,22.12,0.033,6.84,6.607,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,2.92,22.17287,19.955583,57.334791,19.635202
39_8,39_8_3_2_res,1,0.122,165.7,0.590051,0.24,0.24,0.0,0.0,73.57,74.72,0.0,0.0,22.84,0.033,5.841,7.655,0.555,2.115,0.0,0.0,1.866,1.656,0.7808,0.00035,0.9,3.16,23.849739,21.464765,49.354238,15.61843
39_8,39_8_4_0_res,2,0.41,82.9,1.180101,0.0,0.0,0.0,0.24,0.0,0.0,0.0,90.12,21.79,0.033,10.696,2.636,0.555,2.115,0.511,0.0,1.866,1.656,0.7808,0.00035,0.9,2.53,27.076317,24.368685,56.055151,22.156186
