Unit_ID,building_id,function,area,verticalPos,formFactor,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,EPD,LPD,NumberOfPeople,Tcooling,T_heating,Infiltration,COP_boiler,SHGC,COP_cooling,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),Q_heating,CoolEnUse (kWh/m2)
31_17_0_1_res,31_17,residential,54.88,0,0.209,0.46223,0.28,0,0,0.28,65.54,0,0,62.86,0.423,1.541,0,0.391,2.79,1.862,5.129714378,8.910250394,0.061797293,26.73489703,20.40303727,0.000327832,0.890801798,0.565017005,3.147210666,42.50816202,11.03580749,47.71898991,3.506535998
31_17_0_2_res,31_17,residential,54.88,0,0.209,0.46223,0,0,0.28,0.28,0,0,69.06,65.11,0.423,1.541,0,0.391,2.79,1.862,4.043915434,4.28502929,0.064612179,27.21135726,21.54297601,0.000327832,0.890801798,0.565017005,3.416543859,59.60614603,10.66348345,66.91291614,3.121131731
31_17_0_3_res,31_17,residential,54.87,0,0.209,0.46223,0.28,0.28,0,0,67.15,63.96,0,0,0.423,1.541,0,0.391,2.79,1.862,7.14601087,4.463441619,0.052078203,26.18395138,22.40674575,0.000327832,0.890801798,0.565017005,2.754037014,72.59585894,23.57103744,81.49496227,8.558722096
31_17_1_0_res,31_17,residential,54.88,1,0.209,0.46223,0.28,0,0,0.28,74.61,0,0,72.25,0.423,1.541,0,0,2.79,1.862,4.620779461,3.140145943,0.018552392,27.1824313,22.18298328,0.000327832,0.890801798,0.565017005,2.91956856,84.99208383,12.00222594,95.41076813,4.110958756
31_17_1_1_res,31_17,residential,54.87,1,0.209,0.46223,0.28,0.28,0,0,76.13,73.2,0,0,0.423,1.541,0,0,2.79,1.862,1.997930721,9.610289583,0.037275218,27.43837741,22.02947107,0.000327832,0.890801798,0.565017005,3.331269962,74.00271598,23.07710242,83.07427772,6.927418877
31_17_1_2_res,31_17,residential,54.87,1,0.209,0.46223,0,0.28,0.28,0,0,72.59,75.79,0,0.423,1.541,0,0,2.79,1.862,7.535436118,5.284897152,0.042165404,25.80469667,21.82110245,0.000327832,0.890801798,0.565017005,2.654177509,54.45618955,31.83722228,61.13165651,11.99513679
31_17_1_3_res,31_17,residential,54.88,1,0.209,0.46223,0,0,0.28,0.28,0,0,77.56,74.16,0.423,1.541,0,0,2.79,1.862,3.168119982,5.185477368,0.050277103,26.34023722,22.20473223,0.000327832,0.890801798,0.565017005,3.104914066,70.70030071,16.30609011,79.3670386,5.251704157
31_17_2_0_res,31_17,residential,54.88,1,0.209,0.46223,0,0,0.28,0.28,0,0,87.25,85.29,0.423,1.541,0,0,2.79,1.862,3.520871669,4.753849172,0.0232536,26.20288613,20.86421492,0.000327832,0.890801798,0.565017005,3.308068864,58.35787908,19.06334855,65.51163143,5.762681896
31_17_2_1_res,31_17,residential,54.88,1,0.209,0.46223,0.28,0,0,0.28,85.44,0,0,84.05,0.423,1.541,0,0,2.79,1.862,3.840020523,4.94875703,0.019657939,27.23475146,21.91206328,0.000327832,0.890801798,0.565017005,3.02621305,77.8118355,12.27283128,87.35033501,4.055508014
31_17_2_2_res,31_17,residential,54.87,1,0.209,0.46223,0.28,0.28,0,0,86.43,84.78,0,0,0.423,1.541,0,0,2.79,1.862,3.925582393,5.970624881,0.01984212,27.22860579,20.17536711,0.000327832,0.890801798,0.565017005,2.478800389,53.45911174,29.23965366,60.01235275,11.79588876
31_17_2_3_res,31_17,residential,54.87,1,0.209,0.46223,0,0.28,0.28,0,0,84.27,86.13,0,0.423,1.541,0,0,2.79,1.862,2.703684354,10.33587668,0.063692072,26.66221289,21.99955015,0.000327832,0.890801798,0.565017005,2.861620737,55.44270152,31.69019867,62.23909924,11.07421338
31_17_3_0_res,31_17,residential,54.87,1,0.209,0.46223,0,0.28,0.28,0,0,97.61,98.08,0,0.423,1.541,0,0,2.79,1.862,3.922178456,9.760228853,0.017816929,26.36533602,22.95484911,0.000327832,0.890801798,0.565017005,3.226369545,81.64292819,39.592401,91.65105902,12.27150221
31_17_3_1_res,31_17,residential,54.88,1,0.209,0.46223,0.28,0,0,0.28,97.9,0,0,97.61,0.423,1.541,0,0,2.79,1.862,4.38451346,10.25227979,0.053379148,27.16724656,22.40247073,0.000327832,0.890801798,0.565017005,3.116290371,68.20057863,14.64813605,76.56089016,4.700504224
31_17_3_2_res,31_17,residential,54.88,1,0.209,0.46223,0,0,0.28,0.28,0,0,97.99,97.49,0.423,1.541,0,0,2.79,1.862,4.380062016,10.34775313,0.045308858,27.86862298,20.97113443,0.000327832,0.890801798,0.565017005,2.490319653,46.31093635,13.47360719,51.98792418,5.410392669
31_17_3_3_res,31_17,residential,54.87,1,0.209,0.46223,0.28,0.28,0,0,97.74,97.49,0,0,0.423,1.541,0,0,2.79,1.862,3.61306873,2.84111057,0.009468102,27.32907932,22.09217917,0.000327832,0.890801798,0.565017005,2.929613365,87.82782252,31.33598191,98.59412351,10.69628583
31_17_4_0_res,31_17,residential,54.87,2,0.542,0.46223,0.28,0.28,0,0,100,100,0,0,0.423,1.541,0.798,0,2.79,1.862,7.777733541,9.359042399,0.041702762,27.84432302,22.81089908,0.000327832,0.890801798,0.565017005,2.539628047,144.7926146,41.80489023,162.5418975,16.46102872
31_17_4_1_res,31_17,residential,54.88,2,0.542,0.46223,0,0,0.28,0.28,0,0,100,100,0.423,1.541,0.798,0,2.79,1.862,5.051912379,9.848565812,0.042996431,27.20130367,22.56093152,0.000327832,0.890801798,0.565017005,2.850869987,144.0740321,24.78831655,161.7352282,8.695000706
31_17_4_2_res,31_17,residential,54.87,2,0.542,0.46223,0,0.28,0.28,0,0,100,100,0,0.423,1.541,0.798,0,2.79,1.862,5.083712971,8.858757458,0.049478977,25.72899459,21.56658729,0.000327832,0.890801798,0.565017005,2.526932486,121.610895,53.13959268,136.518466,21.02928866
31_17_4_3_res,31_17,residential,54.88,2,0.542,0.46223,0.28,0,0,0.28,100,0,0,100,0.423,1.541,0.798,0,2.79,1.862,4.323498157,5.527267139,0.039786274,27.6261691,22.24648523,0.000327832,0.890801798,0.565017005,3.374577186,150.2514098,26.47464567,168.6698546,7.845322305
31_18_4_1_res,31_18,residential,68.71,1,0.073,0.528279,0.17,0,0,0,100,0,0,0,0.502,3.312,0,0,2.921,1.658,3.809501763,9.358109293,0.034396305,26.61199422,22.36473481,0.000380092,0.942775143,0.48487465,3.068216556,41.94558907,9.551577891,44.49161541,3.113071622
31_18_4_2_res,31_18,residential,68.71,1,0.073,0.528279,0,0,0.17,0,0,0,100,0,0.502,3.312,0,0,2.921,1.658,6.391224417,8.549701352,0.025258589,27.65852621,22.22138121,0.000380092,0.942775143,0.48487465,3.280282024,35.41344166,9.587500579,37.56297769,2.922767161
31_18_4_3_res,31_18,residential,68.71,1,0.073,0.528279,0.17,0,0,0,100,0,0,0,0.502,3.312,0,0,2.921,1.658,3.465200124,3.710330364,0.066784682,25.6424393,20.97213824,0.000380092,0.942775143,0.48487465,2.979689352,28.04849233,13.46986595,29.75098839,4.520560487
31_18_4_4_res,31_18,residential,68.71,1,0.211,0.528279,0,0,0.17,0.17,0,0,100,100,0.502,3.312,0,0,2.921,1.658,3.234582132,3.409309727,0.046870939,27.32891796,21.72724656,0.000380092,0.942775143,0.48487465,2.550886706,75.94746066,9.556306602,80.55734311,3.746268534
31_18_4_5_res,31_18,residential,68.71,1,0.211,0.528279,0.17,0,0,0.17,100,0,0,100,0.502,3.312,0,0,2.921,1.658,7.793531164,5.556089454,0.023904615,27.41025667,22.62503265,0.000380092,0.942775143,0.48487465,3.212020727,82.05304008,10.87136206,87.03352088,3.38458652
31_18_4_6_res,31_18,residential,137.42,1,0.211,0.264139,0.17,0.17,0.17,0,100,100,100,0,0.502,3.312,0,0,2.921,1.658,7.512331486,11.64065222,0.058287098,26.22687936,21.97208745,0.000380092,0.942775143,0.48487465,2.688119543,49.73381717,25.85318417,52.75257578,9.617572342
31_18_5_0_res,31_18,residential,68.71,2,0.406,0.528279,0,0,0.17,0,0,0,100,0,0.502,3.312,0.331,0,2.921,1.658,5.956030881,6.439612673,0.033061636,26.09711925,21.43613112,0.000380092,0.942775143,0.48487465,3.286104906,78.78922667,21.66953874,83.57159951,6.594293049
31_18_5_1_res,31_18,residential,68.71,2,0.406,0.528279,0.17,0,0,0,100,0,0,0,0.502,3.312,0.331,0,2.921,1.658,7.290509793,4.820262331,0.034650858,27.80481541,22.3913351,0.000380092,0.942775143,0.48487465,3.168722173,95.31490791,11.77468635,101.1003617,3.715909983
31_18_5_2_res,31_18,residential,68.71,2,0.406,0.528279,0,0,0.17,0,0,0,100,0,0.502,3.312,0.331,0,2.921,1.658,7.778564743,4.798628959,0.038403427,26.68849461,21.09863117,0.000380092,0.942775143,0.48487465,3.498757646,69.04598331,17.04058516,73.23695775,4.870467429
31_18_5_3_res,31_18,residential,68.71,2,0.406,0.528279,0.17,0,0,0,100,0,0,0,0.502,3.312,0.331,0,2.921,1.658,2.213716854,2.996850938,0.029624085,26.49988373,20.3069297,0.000380092,0.942775143,0.48487465,3.032678269,84.58124259,12.27741389,89.71518101,4.048373352
31_18_5_4_res,31_18,residential,68.71,2,0.544,0.528279,0,0,0.17,0.17,0,0,100,100,0.502,3.312,0.331,0,2.921,1.658,5.075334748,11.38532633,0.060711251,26.04574357,22.14380903,0.000380092,0.942775143,0.48487465,2.743713881,113.8961728,23.69086786,120.8094779,8.634598533
31_18_5_5_res,31_18,residential,68.71,2,0.544,0.528279,0.17,0,0,0.17,100,0,0,100,0.502,3.312,0.331,0,2.921,1.658,1.998464624,10.66327004,0.053434057,27.02673553,22.88887615,0.000380092,0.942775143,0.48487465,2.491887562,145.8552502,16.70273972,154.7084173,6.702846459
31_18_5_6_res,31_18,residential,137.42,2,0.544,0.264139,0.17,0.17,0.17,0,100,100,100,0,0.502,3.312,0.331,0,2.921,1.658,6.931125476,11.52881431,0.042017965,25.89368746,22.5214145,0.000380092,0.942775143,0.48487465,2.414565469,119.9909177,35.13247043,127.2741635,14.55022483
31_2_0_0_res,31_2,residential,103.49,0,0.168,1.439993,0,0.16,0.16,0,0,64.5,52.31,0,0.344,1.249,0,0.809,2.644,1.452,4.095214737,4.637571904,0.024055503,26.6659959,20.16903693,0.000455378,0.812084532,0.550033857,2.666398616,46.27258488,6.297154642,56.98001018,2.361670384
31_2_0_1_res,31_2,residential,103.48,0,0.168,1.439993,0.16,0.16,0,0,50.56,62.04,0,0,0.344,1.249,0,0.809,2.644,1.452,2.764422723,3.336571565,0.043116951,26.48067817,21.68966,0.000455378,0.812084532,0.550033857,3.186866978,64.765865,5.873034905,79.75261499,1.842886743
31_2_0_2_res,31_2,residential,103.49,0,0.168,1.439993,0,0,0.16,0.16,0,0,53.64,67.61,0.344,1.249,0,0.809,2.644,1.452,5.238446243,7.404474924,0.050344677,27.56821516,22.21140727,0.000455378,0.812084532,0.550033857,3.378856362,52.92559823,4.154898346,65.17252351,1.229675932
31_2_0_3_res,31_2,residential,103.48,0,0.168,1.439993,0.16,0,0,0.16,52.61,0,0,66.63,0.344,1.249,0,0.809,2.644,1.452,2.963774491,5.138065497,0.051024248,27.6993242,22.76642429,0.000455378,0.812084532,0.550033857,3.066759844,72.23347415,1.688812388,88.9482207,0.55068296
31_2_1_0_res,31_2,residential,103.49,1,0.168,1.439993,0,0.16,0.16,0,0,72.79,60.61,0,0.344,1.249,0,0,2.644,1.452,7.32295338,3.657586708,0.056320074,25.69117956,21.28003952,0.000455378,0.812084532,0.550033857,3.330503169,41.15869052,18.36078098,50.68276628,5.51291503
31_2_1_1_res,31_2,residential,103.48,1,0.168,1.439993,0.16,0.16,0,0,59.33,70.9,0,0,0.344,1.249,0,0,2.644,1.452,7.117677186,7.342954988,0.01080399,27.76156451,21.92391058,0.000455378,0.812084532,0.550033857,3.321954516,53.36812776,9.919822948,65.71745388,2.986140509
31_2_1_2_res,31_2,residential,103.49,1,0.168,1.439993,0,0,0.16,0.16,0,0,61.62,75.31,0.344,1.249,0,0,2.644,1.452,7.417976552,11.97941589,0.025769909,26.25211444,20.98995871,0.000455378,0.812084532,0.550033857,3.052045432,33.6144815,14.57864271,41.39283559,4.776679455
31_2_1_3_res,31_2,residential,103.48,1,0.168,1.439993,0.16,0,0,0.16,60.89,0,0,74.42,0.344,1.249,0,0,2.644,1.452,5.101685878,6.052300485,0.04920099,26.21474166,20.35953367,0.000455378,0.812084532,0.550033857,3.24715095,33.4928921,11.06307796,41.24311053,3.407010679
31_2_2_0_res,31_2,residential,103.49,2,0.501,1.439993,0,0,0.16,0.16,0,0,73.24,84.92,0.344,1.249,0.483,0,2.644,1.452,4.220064373,5.060886245,0.046889848,27.40622327,21.48059112,0.000455378,0.812084532,0.550033857,3.246872464,121.2633706,13.89505286,149.3235813,4.279519141
31_2_2_1_res,31_2,residential,103.48,2,0.501,1.439993,0.16,0,0,0.16,72.65,0,0,84.41,0.344,1.249,0.483,0,2.644,1.452,5.843321613,5.817381193,0.031174908,27.14020257,22.18659148,0.000455378,0.812084532,0.550033857,2.710040356,131.6020864,16.9906725,162.0546646,6.269527486
31_2_2_2_res,31_2,residential,206.97,2,0.501,1.439993,0.16,0.16,0.16,0,71.87,83.46,72.55,0,0.344,1.249,0.483,0,2.644,1.452,5.317549921,7.535555811,0.029515483,26.2707711,21.80310758,0.000455378,0.812084532,0.550033857,3.344643612,121.8714044,22.67953247,150.0723134,6.780851745
31_3_0_0_res,31_3,residential,99.04,0,0.172,1.465225,0,0.16,0.16,0,0,82.69,85.14,0,0.669,2.907,0,1.547,1.752,1.613,5.652661229,11.77168067,0.04953807,26.07886083,20.16823387,0.000327373,0.873675825,0.575687902,2.74414251,32.37488439,13.30556677,37.05594621,4.848715661
31_3_0_1_res,31_3,residential,99.04,0,0.07,1.465225,0,0.16,0,0,0,82.71,0,0,0.669,2.907,0,1.547,1.752,1.613,3.395633598,8.330526771,0.034089044,27.64484463,22.35985821,0.000327373,0.873675825,0.575687902,2.831542909,45.51166116,3.534249049,52.09216032,1.248170754
31_3_0_2_res,31_3,residential,99.03,0,0.172,1.465225,0,0,0.16,0.16,0,0,84.99,83.27,0.669,2.907,0,1.547,1.752,1.613,2.909435633,2.707422081,0.012117339,26.06113173,22.64902453,0.000327373,0.873675825,0.575687902,2.492762223,67.3162938,6.13304849,77.0495095,2.46034236
31_3_0_3_res,31_3,residential,99.03,0,0.07,1.465225,0,0,0,0.16,0,0,0,81.82,0.669,2.907,0,1.547,1.752,1.613,5.119413044,5.770797797,0.014273608,25.96907979,21.80123469,0.000327373,0.873675825,0.575687902,3.222710634,41.48077509,2.870150862,47.47845126,0.89060148
31_3_1_0_res,31_3,residential,99.03,1,0.172,1.465225,0,0,0.16,0.16,0,0,89,87.62,0.669,2.907,0,0,1.752,1.613,4.55098266,8.556927428,0.057017626,27.6640121,22.0686567,0.000327373,0.873675825,0.575687902,2.730839878,49.18135414,11.11862459,56.29245164,4.071503671
31_3_1_1_res,31_3,residential,99.04,1,0.07,1.465225,0,0.16,0,0,0,87.23,0,0,0.669,2.907,0,0,1.752,1.613,1.75685515,6.153392473,0.038605251,26.29447136,21.33746323,0.000327373,0.873675825,0.575687902,2.543487507,29.90300632,11.46368173,34.22666102,4.507072159
31_3_1_2_res,31_3,residential,99.04,1,0.172,1.465225,0,0.16,0.16,0,0,87.2,89.13,0,0.669,2.907,0,0,1.752,1.613,3.558109267,8.16982414,0.008056087,27.66383153,20.89368997,0.000327373,0.873675825,0.575687902,2.900873475,54.3990614,14.6573158,62.26458353,5.052724957
31_3_1_3_res,31_3,residential,99.03,1,0.07,1.465225,0,0,0,0.16,0,0,0,86.59,0.669,2.907,0,0,1.752,1.613,5.991377486,3.62561326,0.027623147,27.94435118,22.28333621,0.000327373,0.873675825,0.575687902,3.449431255,36.6365256,3.802831545,41.93377514,1.102451756
31_3_2_0_res,31_3,residential,99.04,1,0.172,1.465225,0,0.16,0.16,0,0,92.15,93.24,0,0.669,2.907,0,0,1.752,1.613,5.309142722,6.254601077,0.009621031,27.5187455,21.44276255,0.000327373,0.873675825,0.575687902,2.65352815,55.5827428,17.79078045,63.6194126,6.704575736
31_3_2_1_res,31_3,residential,99.04,1,0.07,1.465225,0,0.16,0,0,0,92.22,0,0,0.669,2.907,0,0,1.752,1.613,6.480323827,2.75796926,0.055198456,27.47273313,22.69833694,0.000327373,0.873675825,0.575687902,2.860047869,32.78711329,12.51858976,37.527779,4.377056025
31_3_2_2_res,31_3,residential,99.03,1,0.172,1.465225,0,0,0.16,0.16,0,0,93.26,92.37,0.669,2.907,0,0,1.752,1.613,7.599326664,3.239382869,0.033438424,26.89211281,21.49983272,0.000327373,0.873675825,0.575687902,2.797789755,47.7156663,13.92193347,54.61484102,4.976047055
31_3_2_3_res,31_3,residential,99.03,1,0.07,1.465225,0,0,0,0.16,0,0,0,91.81,0.669,2.907,0,0,1.752,1.613,1.842530836,5.757746573,0.029474581,25.8121754,20.32256169,0.000327373,0.873675825,0.575687902,3.012683665,26.06052471,10.21744614,29.8285977,3.391476597
31_3_3_0_res,31_3,residential,99.04,1,0.07,1.465225,0,0.16,0,0,0,97.42,0,0,0.669,2.907,0,0,1.752,1.613,5.204419583,8.189026065,0.037767913,26.95417339,20.62781304,0.000327373,0.873675825,0.575687902,3.456001142,16.83653127,13.81779905,19.27091351,3.998204423
31_3_3_1_res,31_3,residential,99.04,1,0.172,1.465225,0,0.16,0.16,0,0,97.55,97.86,0,0.669,2.907,0,0,1.752,1.613,6.446879403,8.598046018,0.048937119,26.20727027,22.12377709,0.000327373,0.873675825,0.575687902,2.637022024,36.24459383,28.15098222,41.48517423,10.6752928
31_3_3_2_res,31_3,residential,99.03,1,0.07,1.465225,0,0,0,0.16,0,0,0,97.24,0.669,2.907,0,0,1.752,1.613,4.012962659,9.25668393,0.014665497,26.6722251,20.88760932,0.000327373,0.873675825,0.575687902,3.348957201,26.7212473,9.439331744,30.5848537,2.818588348
31_3_3_3_res,31_3,residential,99.03,1,0.172,1.465225,0,0,0.16,0.16,0,0,98.02,97.71,0.669,2.907,0,0,1.752,1.613,3.348544451,10.87423353,0.052863556,27.68518041,20.94650205,0.000327373,0.873675825,0.575687902,2.630150019,39.24809791,12.5892795,44.92295286,4.78652526
31_3_4_0_res,31_3,residential,99.04,1,0.172,1.465225,0,0.16,0.16,0,0,100,100,0,0.669,2.907,0,0,1.752,1.613,2.505324786,9.176181303,0.031461606,27.2237539,21.04482854,0.000327373,0.873675825,0.575687902,3.402564199,48.35614201,18.65684147,55.34792267,5.483171036
31_3_4_1_res,31_3,residential,99.03,1,0.172,1.465225,0,0,0.16,0.16,0,0,100,100,0.669,2.907,0,0,1.752,1.613,1.925040174,10.93163693,0.050171429,26.62885771,21.51412755,0.000327373,0.873675825,0.575687902,2.895032258,50.81549066,14.63924221,58.16286681,5.056676715
31_3_4_2_res,31_3,residential,99.03,1,0.07,1.465225,0,0,0,0.16,0,0,0,100,0.669,2.907,0,0,1.752,1.613,5.372249982,10.66396903,0.039366588,27.00688473,21.35508288,0.000327373,0.873675825,0.575687902,3.362282661,23.58306468,11.09664813,26.99292346,3.300331725
31_3_4_3_res,31_3,residential,99.04,1,0.07,1.465225,0,0.16,0,0,0,100,0,0,0.669,2.907,0,0,1.752,1.613,4.895102338,9.807342966,0.008266867,26.19399206,22.17435275,0.000327373,0.873675825,0.575687902,2.65496841,37.49930519,19.16492363,42.92130342,7.218512867
31_3_5_0_res,31_3,residential,99.04,2,0.505,1.465225,0,0.16,0.16,0,0,100,100,0,0.669,2.907,0.265,0,1.752,1.613,4.920867411,10.53435093,0.055262259,27.38950642,22.97344674,0.000327373,0.873675825,0.575687902,3.08892222,103.2519358,24.76327242,118.1810608,8.016800246
31_3_5_1_res,31_3,residential,99.03,2,0.505,1.465225,0.16,0,0,0.16,100,0,0,100,0.669,2.907,0.265,0,1.752,1.613,2.287612409,8.972919929,0.065237405,26.64193511,20.55132792,0.000327373,0.873675825,0.575687902,3.394635005,87.39014145,17.9513278,100.0258207,5.288146671
31_3_5_2_res,31_3,residential,99.03,2,0.505,1.465225,0,0,0.16,0.16,0,0,100,100,0.669,2.907,0.265,0,1.752,1.613,2.428191216,5.912785962,0.010473106,27.62704478,21.02023813,0.000327373,0.873675825,0.575687902,2.852676645,108.5408172,15.22914886,124.2346578,5.338547181
31_3_5_3_res,31_3,residential,99.04,2,0.505,1.465225,0.16,0.16,0,0,100,100,0,0,0.669,2.907,0.265,0,1.752,1.613,7.10219462,6.415642701,0.007695331,26.80428623,21.09706352,0.000327373,0.873675825,0.575687902,3.38864906,98.37014891,22.87307815,112.5934197,6.749910582
31_5_0_0_res,31_5,residential,99.08,0,0.143,1.464236,0.3,0.3,0,0,65.5,77.74,0,0,0.79,2.1,0,0.86,1.916,2.12,5.679625466,11.97244743,0.052556407,27.67682373,22.86656158,0.000354502,0.93077364,0.319006931,3.121049796,70.46221656,8.555167262,75.70284922,2.741118477
31_5_0_1_res,31_5,residential,99.08,0,0.058,1.464236,0,0,0,0.3,0,0,0,79.18,0.79,2.1,0,0.86,1.916,2.12,5.437321165,4.754177276,0.042464463,27.28235977,21.55759423,0.000354502,0.93077364,0.319006931,3.042329856,36.39266511,2.239630533,39.09937232,0.73615638
31_5_0_2_res,31_5,residential,99.08,0,0.058,1.464236,0,0.3,0,0,0,78.2,0,0,0.79,2.1,0,0.86,1.916,2.12,4.058229681,8.962044038,0.018878244,27.70859804,20.36523058,0.000354502,0.93077364,0.319006931,3.397149668,29.11500227,5.898537506,31.28043275,1.736319586
31_5_0_3_res,31_5,residential,99.08,0,0.143,1.464236,0.3,0,0,0.3,64.03,0,0,74.64,0.79,2.1,0,0.86,1.916,2.12,1.893121225,5.187536016,0.03118779,25.77444887,21.77579745,0.000354502,0.93077364,0.319006931,3.483567726,84.62040054,5.207649358,90.91404921,1.494918362
31_5_1_0_res,31_5,residential,99.08,1,0.058,1.464236,0,0,0,0.3,0,0,0,85.08,0.79,2.1,0,0,1.916,2.12,7.139320672,6.22601849,0.03295421,26.37857862,20.07485373,0.000354502,0.93077364,0.319006931,2.445431009,17.38268178,9.77392678,18.67552004,3.996811501
31_5_1_1_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0,0,0.3,71.43,0,0,81.49,0.79,2.1,0,0,1.916,2.12,4.688149356,5.516794968,0.058962328,26.51540822,21.589023,0.000354502,0.93077364,0.319006931,2.654743072,59.2837316,8.548775314,63.69296361,3.22018933
31_5_1_2_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0.3,0,0,72.95,83.59,0,0,0.79,2.1,0,0,1.916,2.12,5.854303582,8.503926262,0.012911538,25.83173176,22.63402653,0.000354502,0.93077364,0.319006931,2.435541489,75.85560121,21.64245595,81.49736726,8.886096195
31_5_1_3_res,31_5,residential,99.08,1,0.058,1.464236,0,0.3,0,0,0,84.57,0,0,0.79,2.1,0,0,1.916,2.12,2.378957802,6.241105928,0.022204521,26.48497268,20.38736469,0.000354502,0.93077364,0.319006931,2.862655575,32.20491558,11.10597039,34.60015861,3.879604129
31_5_2_0_res,31_5,residential,99.08,1,0.058,1.464236,0,0.3,0,0,0,91.58,0,0,0.79,2.1,0,0,1.916,2.12,3.82948867,4.029054329,0.048499621,27.02274642,21.55274964,0.000354502,0.93077364,0.319006931,3.122635815,35.36412457,11.56565078,37.994334,3.703810327
31_5_2_1_res,31_5,residential,99.08,1,0.058,1.464236,0,0,0,0.3,0,0,0,91.92,0.79,2.1,0,0,1.916,2.12,2.456405865,7.480576915,0.051152834,25.65409874,21.19760996,0.000354502,0.93077364,0.319006931,2.773017074,31.32595769,11.46261767,33.65582815,4.133626791
31_5_2_2_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0,0,0.3,82.5,0,0,89.62,0.79,2.1,0,0,1.916,2.12,2.785249677,8.837324002,0.042293348,26.22606737,22.54320358,0.000354502,0.93077364,0.319006931,3.251822141,78.23135979,10.95859898,84.04982307,3.369987195
31_5_2_3_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0.3,0,0,83.2,90.8,0,0,0.79,2.1,0,0,1.916,2.12,6.483615724,7.931096521,0.010949186,27.84141304,22.55843335,0.000354502,0.93077364,0.319006931,2.985777312,73.3724624,12.08871609,78.82954481,4.048766812
31_5_3_0_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0.3,0,0,97.93,98.74,0,0,0.79,2.1,0,0,1.916,2.12,1.784114414,4.182978008,0.046260379,27.53466194,22.6388766,0.000354502,0.93077364,0.319006931,3.30734206,90.98817137,11.9036345,97.75542347,3.599154331
31_5_3_1_res,31_5,residential,99.08,1,0.058,1.464236,0,0,0,0.3,0,0,0,98.74,0.79,2.1,0,0,1.916,2.12,2.702343724,6.93715276,0.059334557,27.92804097,20.76032027,0.000354502,0.93077364,0.319006931,2.533301721,29.58722513,4.25853315,31.78777723,1.681020905
31_5_3_2_res,31_5,residential,99.08,1,0.058,1.464236,0,0.3,0,0,0,98.65,0,0,0.79,2.1,0,0,1.916,2.12,6.357206897,7.129868928,0.046922802,26.1934032,20.27274435,0.000354502,0.93077364,0.319006931,3.213780654,17.27209419,20.59373876,18.55670749,6.407947828
31_5_3_3_res,31_5,residential,99.08,1,0.143,1.464236,0.3,0,0,0.3,97.52,0,0,98.55,0.79,2.1,0,0,1.916,2.12,3.138993956,4.676698913,0.05534753,27.3716751,22.32031501,0.000354502,0.93077364,0.319006931,3.465994691,81.4741315,7.137028429,87.53377617,2.059157346
31_5_4_0_res,31_5,residential,99.08,2,0.477,1.464236,0.3,0,0,0.3,100,0,0,100,0.79,2.1,0.63,0,1.916,2.12,2.477629337,9.021656527,0.019348181,25.52636699,21.28730654,0.000354502,0.93077364,0.319006931,3.014707197,143.0248261,25.92672014,153.6623083,8.600079027
31_5_4_1_res,31_5,residential,99.08,2,0.391,1.464236,0,0.3,0,0,0,100,0,0,0.79,2.1,0.63,0,1.916,2.12,5.410822781,4.407473949,0.05869262,27.74188222,22.67927716,0.000354502,0.93077364,0.319006931,2.951489458,110.4110857,19.06329418,118.6229185,6.45887253
31_5_4_2_res,31_5,residential,99.08,2,0.477,1.464236,0.3,0.3,0,0,100,100,0,0,0.79,2.1,0.63,0,1.916,2.12,7.127428944,7.245572045,0.051021053,26.66248904,22.26979362,0.000354502,0.93077364,0.319006931,3.280868966,132.3582236,28.50685679,142.2023764,8.688812958
31_5_4_3_res,31_5,residential,99.08,2,0.391,1.464236,0,0,0,0.3,0,0,0,100,0.79,2.1,0.63,0,1.916,2.12,6.206798855,7.203246453,0.025171784,26.76496477,20.00895188,0.000354502,0.93077364,0.319006931,2.437444561,82.70954388,17.79744513,88.86107244,7.301682021
31_6_0_0_res,31_6,residential,89.93,0,0.159,1.65621,0,0.27,0.27,0,0,73.15,56.17,0,0.761,1.726,0,1.596,2.007,1.838,6.286088106,6.955160287,0.054501553,26.64330985,20.93370008,0.000399087,0.870609281,0.816548187,3.294679641,56.2512774,18.08634587,64.61139181,5.489561307
31_6_0_1_res,31_6,residential,89.93,0,0.159,1.65621,0.27,0.27,0,0,56.84,75.62,0,0,0.761,1.726,0,1.596,2.007,1.838,6.73704154,5.902191729,0.054743477,26.81728623,21.73348218,0.000399087,0.870609281,0.816548187,3.454755688,63.29428763,17.63144697,72.70114043,5.103529327
31_6_0_2_res,31_6,residential,89.93,0,0.159,1.65621,0,0,0.27,0.27,0,0,56.84,75.62,0.761,1.726,0,1.596,2.007,1.838,6.552737556,6.119211394,0.042274455,27.348024,20.38274562,0.000399087,0.870609281,0.816548187,3.197339365,50.28953101,7.952286267,57.76360542,2.487157402
