buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,Q_heating,heating_Ideal loads (kWh/m2)
2_0,2_0_0_2_res,0,0.164,113.4,1.146567,0.0,0.0,0.13,0.13,0.0,0.0,77.7,70.21,22.03,0.018,11.104,4.771,0.416,2.887,0.0,0.776,2.84,1.876,0.5074,0.00031,0.91,80.9433,73.658403
2_0,2_0_0_3_res,0,0.164,113.4,1.146567,0.13,0.0,0.0,0.13,79.14,0.0,0.0,71.65,22.7,0.017,7.201,4.925,0.416,2.887,0.0,0.776,2.84,1.876,0.5074,0.00031,0.91,108.409788,98.652907
2_0,2_0_1_0_res,1,0.164,113.4,1.146567,0.0,0.13,0.13,0.0,0.0,78.97,85.55,0.0,23.33,0.008,4.711,7.096,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,99.098919,90.180016
2_0,2_0_1_1_res,1,0.164,113.4,1.146567,0.13,0.13,0.0,0.0,84.58,78.08,0.0,0.0,23.16,0.042,8.745,6.218,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,87.253649,79.400821
2_0,2_0_1_2_res,1,0.164,113.4,1.146567,0.0,0.0,0.13,0.13,0.0,0.0,84.58,78.08,22.89,0.012,10.193,4.382,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,90.303762,82.176423
2_0,2_0_1_3_res,1,0.164,113.4,1.146567,0.13,0.0,0.0,0.13,85.55,0.0,0.0,78.97,22.46,0.009,5.876,6.519,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,89.099776,81.080797
2_0,2_0_2_0_res,1,0.164,113.4,1.146567,0.0,0.13,0.13,0.0,0.0,88.64,92.64,0.0,22.75,0.04,5.049,6.973,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,74.521877,67.814908
2_0,2_0_2_1_res,1,0.164,113.4,1.146567,0.13,0.13,0.0,0.0,92.17,88.03,0.0,0.0,23.82,0.061,8.679,3.115,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,103.241675,93.949924
2_0,2_0_2_2_res,1,0.164,113.4,1.146567,0.0,0.0,0.13,0.13,0.0,0.0,92.17,88.03,22.68,0.042,11.606,6.123,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,66.635505,60.638309
2_0,2_0_2_3_res,1,0.164,113.4,1.146567,0.13,0.0,0.0,0.13,92.64,0.0,0.0,88.64,23.75,0.015,4.038,2.988,0.416,2.887,0.0,0.0,2.84,1.876,0.5074,0.00031,0.91,136.268719,124.004534
2_0,2_0_3_0_res,2,0.497,113.4,1.146567,0.0,0.0,0.13,0.13,0.0,0.0,100.0,100.0,23.71,0.05,3.542,4.786,0.416,2.887,0.322,0.0,2.84,1.876,0.5074,0.00031,0.91,187.371671,170.50822
2_0,2_0_3_1_res,2,0.497,113.4,1.146567,0.13,0.0,0.0,0.13,100.0,0.0,0.0,100.0,21.43,0.012,6.891,2.787,0.416,2.887,0.322,0.0,2.84,1.876,0.5074,0.00031,0.91,166.468233,151.486092
2_0,2_0_3_2_res,2,0.497,226.9,1.146567,0.13,0.13,0.13,0.0,100.0,100.0,100.0,0.0,23.64,0.024,5.601,4.673,0.416,2.887,0.322,0.0,2.84,1.876,0.5074,0.00031,0.91,187.06254,170.226912
2_1,2_1_0_0_res,0,0.188,86.1,1.037463,0.0,0.0,0.13,0.13,0.0,0.0,65.8,57.45,23.3,0.055,6.031,5.047,0.447,1.973,0.0,0.737,1.719,1.929,0.7127,0.00034,0.84,105.992984,89.034107
2_1,2_1_0_1_res,0,0.188,86.1,1.037463,0.13,0.0,0.0,0.13,62.58,0.0,0.0,55.17,22.89,0.056,11.105,3.545,0.447,1.973,0.0,0.737,1.719,1.929,0.7127,0.00034,0.84,104.66212,87.916181
2_1,2_1_0_2_res,0,0.188,172.2,0.518731,0.13,0.13,0.13,0.0,62.36,54.8,65.4,0.0,23.52,0.023,4.035,3.8,0.447,1.973,0.0,0.737,1.719,1.929,0.7127,0.00034,0.84,141.724816,119.048845
2_1,2_1_1_0_res,1,0.188,86.1,1.037463,0.0,0.0,0.13,0.13,0.0,0.0,75.22,66.89,23.99,0.041,9.559,6.208,0.447,1.973,0.0,0.0,1.719,1.929,0.7127,0.00034,0.84,120.063109,100.853012
2_1,2_1_1_1_res,1,0.188,86.1,1.037463,0.13,0.0,0.0,0.13,72.18,0.0,0.0,65.0,22.84,0.035,9.632,7.056,0.447,1.973,0.0,0.0,1.719,1.929,0.7127,0.00034,0.84,94.384935,79.283346
2_1,2_1_1_2_res,1,0.188,172.2,0.518731,0.13,0.13,0.13,0.0,72.29,64.68,74.75,0.0,22.5,0.023,3.265,5.935,0.447,1.973,0.0,0.0,1.719,1.929,0.7127,0.00034,0.84,109.286848,91.800953
2_1,2_1_2_0_res,1,0.188,172.2,0.518731,0.13,0.13,0.13,0.0,84.21,78.21,85.83,0.0,20.47,0.008,8.509,4.518,0.447,1.973,0.0,0.0,1.719,1.929,0.7127,0.00034,0.84,85.669223,71.962147
2_1,2_1_2_1_res,1,0.188,172.2,1.037463,0.13,0.0,0.13,0.13,84.28,0.0,85.99,78.59,21.05,0.049,11.884,1.787,0.447,1.973,0.0,0.0,1.719,1.929,0.7127,0.00034,0.84,75.609688,63.512138
2_1,2_1_3_0_res,2,0.521,172.2,0.518731,0.13,0.13,0.13,0.0,98.05,96.17,97.68,0.0,21.29,0.02,5.439,5.015,0.447,1.973,0.405,0.0,1.719,1.929,0.7127,0.00034,0.84,193.148709,162.244916
2_1,2_1_3_1_res,2,0.521,172.2,0.518731,0.13,0.0,0.13,0.13,97.83,0.0,97.86,96.33,23.66,0.038,2.747,6.373,0.447,1.973,0.405,0.0,1.719,1.929,0.7127,0.00034,0.84,228.656724,192.071649
2_2,2_2_0_0_res,0,0.175,94.4,1.132931,0.0,0.0,0.15,0.15,0.0,0.0,64.36,54.05,21.71,0.018,10.966,5.432,0.343,2.853,0.0,0.613,1.795,1.536,0.5994,0.0003,0.87,88.434979,76.938432
2_2,2_2_0_1_res,0,0.175,94.4,1.132931,0.15,0.0,0.0,0.15,66.13,0.0,0.0,56.58,23.63,0.014,10.29,1.959,0.343,2.853,0.0,0.613,1.795,1.536,0.5994,0.0003,0.87,135.887128,118.221801
2_2,2_2_0_2_res,0,0.175,188.8,0.566465,0.15,0.15,0.15,0.0,66.29,56.84,65.17,0.0,21.49,0.036,8.464,5.816,0.343,2.853,0.0,0.613,1.795,1.536,0.5994,0.0003,0.87,83.626443,72.755005
2_2,2_2_1_0_res,1,0.175,94.4,1.132931,0.0,0.0,0.15,0.15,0.0,0.0,73.74,62.83,20.2,0.042,3.603,4.568,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,69.413221,60.389502
2_2,2_2_1_1_res,1,0.175,94.4,1.132931,0.15,0.0,0.0,0.15,75.1,0.0,0.0,65.24,23.85,0.047,6.74,3.844,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,126.219587,109.811041
2_2,2_2_1_2_res,1,0.175,188.8,0.566465,0.15,0.15,0.15,0.0,75.33,65.97,74.5,0.0,20.72,0.019,9.07,4.583,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,74.695089,64.984727
2_2,2_2_2_0_res,1,0.175,94.4,1.132931,0.0,0.0,0.15,0.15,0.0,0.0,84.77,75.75,22.09,0.017,8.623,3.344,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,97.923856,85.193755
2_2,2_2_2_1_res,1,0.175,94.4,1.132931,0.15,0.0,0.0,0.15,85.75,0.0,0.0,77.58,22.34,0.027,6.157,5.585,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,92.226606,80.237147
2_2,2_2_2_2_res,1,0.175,188.8,0.566465,0.15,0.15,0.15,0.0,85.81,78.83,85.34,0.0,23.13,0.029,4.058,2.66,0.343,2.853,0.0,0.0,1.795,1.536,0.5994,0.0003,0.87,121.991246,106.132384
2_2,2_2_3_0_res,2,0.509,188.8,0.566465,0.15,0.15,0.15,0.0,97.3,95.67,97.17,0.0,23.43,0.051,8.499,3.258,0.343,2.853,0.364,0.0,1.795,1.536,0.5994,0.0003,0.87,187.798094,163.384342
2_2,2_2_3_1_res,2,0.509,188.8,1.132931,0.15,0.0,0.15,0.15,97.36,0.0,97.14,94.98,23.62,0.012,5.546,4.268,0.343,2.853,0.364,0.0,1.795,1.536,0.5994,0.0003,0.87,214.141543,186.303142
2_3,2_3_0_0_res,0,0.166,90.5,1.084789,0.21,0.21,0.0,0.0,61.09,53.01,0.0,0.0,22.45,0.056,3.961,5.082,0.413,2.972,0.0,0.703,2.131,1.525,0.5877,0.00047,0.93,131.803158,122.576937
2_3,2_3_0_1_res,0,0.166,90.5,1.084789,0.0,0.21,0.21,0.0,0.0,54.97,64.98,0.0,22.47,0.051,4.189,3.06,0.413,2.972,0.0,0.703,2.131,1.525,0.5877,0.00047,0.93,127.755925,118.81301
2_3,2_3_0_2_res,0,0.166,180.9,0.542395,0.21,0.0,0.21,0.21,60.3,0.0,65.82,56.6,22.97,0.033,6.828,6.92,0.413,2.972,0.0,0.703,2.131,1.525,0.5877,0.00047,0.93,128.504028,119.508746
2_3,2_3_1_0_res,1,0.166,90.5,1.084789,0.21,0.21,0.0,0.0,70.5,61.35,0.0,0.0,20.78,0.028,5.331,6.155,0.413,2.972,0.0,0.0,2.131,1.525,0.5877,0.00047,0.93,100.423396,93.393759
2_3,2_3_1_1_res,1,0.166,90.5,1.084789,0.0,0.21,0.21,0.0,0.0,63.19,73.48,0.0,23.49,0.044,6.036,2.075,0.413,2.972,0.0,0.0,2.131,1.525,0.5877,0.00047,0.93,151.019531,140.448164
2_3,2_3_1_2_res,1,0.166,180.9,0.542395,0.21,0.0,0.21,0.21,69.98,0.0,74.45,65.78,20.54,0.052,3.175,5.459,0.413,2.972,0.0,0.0,2.131,1.525,0.5877,0.00047,0.93,90.053511,83.749766
2_3,2_3_2_0_res,1,0.166,180.9,0.542395,0.21,0.0,0.21,0.21,82.17,0.0,84.73,78.14,22.75,0.008,5.591,4.414,0.413,2.972,0.0,0.0,2.131,1.525,0.5877,0.00047,0.93,143.756403,133.693454
2_3,2_3_2_1_res,1,0.166,180.9,1.084789,0.21,0.21,0.21,0.0,82.1,73.05,84.08,0.0,21.3,0.057,9.794,4.494,0.413,2.972,0.0,0.0,2.131,1.525,0.5877,0.00047,0.93,95.281581,88.61187
2_3,2_3_3_0_res,2,0.5,180.9,0.542395,0.21,0.0,0.21,0.21,95.23,0.0,96.2,94.42,22.21,0.035,5.303,7.34,0.413,2.972,0.434,0.0,2.131,1.525,0.5877,0.00047,0.93,223.928749,208.253737
2_3,2_3_3_1_res,2,0.5,180.9,0.542395,0.21,0.21,0.21,0.0,95.7,92.52,95.98,0.0,20.56,0.046,10.841,3.486,0.413,2.972,0.434,0.0,2.131,1.525,0.5877,0.00047,0.93,196.143721,182.41366
2_4,2_4_0_0_res,0,0.227,58.2,0.473798,0.0,0.19,0.19,0.0,0.0,60.06,61.73,0.0,22.5,0.023,2.635,7.948,0.352,2.955,0.0,1.902,1.982,2.078,0.8249,0.00049,0.85,178.057534,151.348904
2_4,2_4_0_1_res,0,0.227,58.2,0.473798,0.0,0.0,0.19,0.19,0.0,0.0,62.6,71.32,23.86,0.033,8.645,6.731,0.352,2.955,0.0,1.902,1.982,2.078,0.8249,0.00049,0.85,203.654268,173.106128
2_4,2_4_0_2_res,0,0.227,116.4,0.947596,0.19,0.19,0.0,0.19,64.12,63.56,0.0,72.49,21.2,0.016,8.788,2.932,0.352,2.955,0.0,1.902,1.982,2.078,0.8249,0.00049,0.85,161.029257,136.874868
2_4,2_4_1_0_res,1,0.227,58.2,0.473798,0.0,0.19,0.19,0.0,0.0,68.81,69.91,0.0,20.84,0.014,9.115,6.572,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,124.830699,106.106094
2_4,2_4_1_1_res,1,0.227,58.2,0.473798,0.0,0.0,0.19,0.19,0.0,0.0,70.83,79.17,20.72,0.015,9.597,2.782,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,128.532749,109.252837
2_4,2_4_1_2_res,1,0.227,116.4,0.947596,0.19,0.19,0.0,0.19,71.91,72.09,0.0,79.8,21.18,0.065,3.316,5.883,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,136.504386,116.028728
2_4,2_4_2_0_res,1,0.227,58.2,0.473798,0.0,0.19,0.19,0.0,0.0,80.84,81.33,0.0,21.87,0.032,2.612,6.459,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,147.443985,125.327388
2_4,2_4_2_1_res,1,0.227,58.2,0.473798,0.0,0.0,0.19,0.19,0.0,0.0,81.98,87.96,23.62,0.021,10.824,2.914,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,189.360768,160.956652
2_4,2_4_2_2_res,1,0.227,116.4,0.947596,0.19,0.19,0.0,0.19,82.61,83.19,0.0,88.45,20.19,0.031,9.984,2.62,0.352,2.955,0.0,0.0,1.982,2.078,0.8249,0.00049,0.85,130.503298,110.927803
2_4,2_4_3_0_res,2,0.561,116.4,0.947596,0.19,0.19,0.0,0.19,96.48,96.61,0.0,97.64,21.31,0.025,2.852,7.035,0.352,2.955,0.612,0.0,1.982,2.078,0.8249,0.00049,0.85,284.600804,241.910683
2_4,2_4_3_1_res,2,0.561,116.4,0.473798,0.0,0.19,0.19,0.19,0.0,96.17,96.23,97.58,23.34,0.065,3.653,4.656,0.352,2.955,0.612,0.0,1.982,2.078,0.8249,0.00049,0.85,301.287274,256.094183
3_5,2_5_0_0_res,0,0.192,82.1,0.722035,0.0,0.14,0.14,0.0,0.0,60.44,64.63,0.0,22.3,0.049,8.668,4.736,0.515,5.634,0.0,0.805,2.782,1.509,0.5111,0.00039,0.84,137.49761,115.497992
3_5,2_5_0_1_res,0,0.192,82.1,0.722035,0.0,0.0,0.14,0.14,0.0,0.0,64.54,61.2,23.58,0.032,7.66,2.069,0.515,5.634,0.0,0.805,2.782,1.509,0.5111,0.00039,0.84,190.490492,160.012013
3_5,2_5_0_2_res,0,0.192,164.1,0.692487,0.14,0.14,0.0,0.14,77.52,65.14,0.0,65.1,23.89,0.052,3.87,2.542,0.515,5.634,0.0,0.805,2.782,1.509,0.5111,0.00039,0.84,202.028684,169.704094
3_5,2_5_1_0_res,1,0.192,82.1,0.722035,0.0,0.14,0.14,0.0,0.0,68.35,72.34,0.0,21.38,0.013,4.099,4.915,0.515,5.634,0.0,0.0,2.782,1.509,0.5111,0.00039,0.84,146.629165,123.168498
3_5,2_5_1_1_res,1,0.192,82.1,0.722035,0.0,0.0,0.14,0.14,0.0,0.0,71.73,68.62,20.94,0.066,11.805,5.954,0.515,5.634,0.0,0.0,2.782,1.509,0.5111,0.00039,0.84,97.590916,81.97637
3_5,2_5_1_2_res,1,0.192,164.1,0.692487,0.14,0.14,0.0,0.14,83.35,71.82,0.0,72.0,20.78,0.021,11.215,7.541,0.515,5.634,0.0,0.0,2.782,1.509,0.5111,0.00039,0.84,107.561509,90.351667
3_5,2_5_2_0_res,1,0.192,164.1,0.692487,0.14,0.14,0.0,0.14,90.24,81.56,0.0,81.71,20.8,0.028,10.764,2.341,0.515,5.634,0.0,0.0,2.782,1.509,0.5111,0.00039,0.84,137.152646,115.208222
3_5,2_5_2_1_res,1,0.192,164.1,0.722035,0.0,0.14,0.14,0.14,0.0,79.6,81.31,79.49,20.51,0.045,10.516,3.527,0.515,5.634,0.0,0.0,2.782,1.509,0.5111,0.00039,0.84,113.986937,95.749027
3_5,2_5_3_0_res,2,0.526,164.1,0.692487,0.14,0.14,0.0,0.14,97.71,95.61,0.0,95.67,21.69,0.041,3.722,3.157,0.515,5.634,0.434,0.0,2.782,1.509,0.5111,0.00039,0.84,269.994268,226.795185
3_5,2_5_3_1_res,2,0.526,164.1,0.692487,0.0,0.14,0.14,0.14,0.0,95.11,95.29,95.08,21.66,0.019,10.681,4.077,0.515,5.634,0.434,0.0,2.782,1.509,0.5111,0.00039,0.84,248.181656,208.472591
3_6,2_6_0_0_res,0,0.19,82.1,0.722305,0.15,0.0,0.0,0.15,73.36,0.0,0.0,62.89,23.7,0.054,11.305,6.188,0.344,2.904,0.0,0.704,1.846,1.486,0.5267,0.00039,0.89,120.448896,107.199518
3_6,2_6_0_1_res,0,0.19,82.1,0.722305,0.15,0.15,0.0,0.0,72.27,63.49,0.0,0.0,21.63,0.014,6.577,4.598,0.344,2.904,0.0,0.704,1.846,1.486,0.5267,0.00039,0.89,116.216018,103.432256
3_6,2_6_0_2_res,0,0.19,164.2,0.692228,0.0,0.15,0.15,0.15,0.0,61.43,63.22,56.41,22.41,0.061,5.188,4.221,0.344,2.904,0.0,0.704,1.846,1.486,0.5267,0.00039,0.89,115.607884,102.891017
3_6,2_6_1_0_res,1,0.19,82.1,0.722305,0.15,0.0,0.0,0.15,79.49,0.0,0.0,69.61,23.95,0.042,5.509,2.025,0.344,2.904,0.0,0.0,1.846,1.486,0.5267,0.00039,0.89,154.488608,137.494861
3_6,2_6_1_1_res,1,0.19,82.1,0.722305,0.15,0.15,0.0,0.0,78.68,71.1,0.0,0.0,22.07,0.023,8.96,3.869,0.344,2.904,0.0,0.0,1.846,1.486,0.5267,0.00039,0.89,110.005208,97.904635
3_6,2_6_1_2_res,1,0.19,164.2,0.692228,0.0,0.15,0.15,0.15,0.0,69.74,71.85,64.49,20.94,0.042,6.472,1.943,0.344,2.904,0.0,0.0,1.846,1.486,0.5267,0.00039,0.89,98.505915,87.670264
3_6,2_6_2_0_res,1,0.19,164.2,0.692228,0.0,0.15,0.15,0.15,0.0,80.32,82.23,75.53,21.43,0.03,11.084,2.014,0.344,2.904,0.0,0.0,1.846,1.486,0.5267,0.00039,0.89,98.897228,88.018533
3_6,2_6_2_1_res,1,0.19,164.2,0.722305,0.15,0.15,0.0,0.15,87.7,80.91,0.0,79.06,22.91,0.047,9.771,6.022,0.344,2.904,0.0,0.0,1.846,1.486,0.5267,0.00039,0.89,99.775018,88.799766
3_6,2_6_3_0_res,2,0.523,164.2,0.692228,0.0,0.15,0.15,0.15,0.0,93.11,93.94,91.09,23.17,0.056,8.224,5.298,0.344,2.904,0.34,0.0,1.846,1.486,0.5267,0.00039,0.89,203.874354,181.448175
3_6,2_6_3_1_res,2,0.523,164.2,0.692228,0.15,0.15,0.0,0.15,96.01,93.08,0.0,92.28,23.79,0.037,11.731,2.187,0.344,2.904,0.34,0.0,1.846,1.486,0.5267,0.00039,0.89,234.256653,208.488422
3_7,2_7_0_0_res,0,0.183,82.1,0.722305,0.0,0.0,0.18,0.18,0.0,0.0,62.85,59.02,20.02,0.028,11.538,6.74,0.464,2.922,0.0,0.754,2.373,1.929,0.5261,0.00047,0.84,92.16692,77.420213
3_7,2_7_0_1_res,0,0.183,82.1,0.722305,0.0,0.18,0.18,0.0,0.0,59.03,61.9,0.0,22.12,0.011,5.444,4.31,0.464,2.922,0.0,0.754,2.373,1.929,0.5261,0.00047,0.84,161.185028,135.395423
3_7,2_7_0_2_res,0,0.183,82.1,0.722305,0.18,0.0,0.0,0.18,70.21,0.0,0.0,64.04,23.49,0.038,6.652,2.837,0.464,2.922,0.0,0.754,2.373,1.929,0.5261,0.00047,0.84,183.637506,154.255505
3_7,2_7_0_3_res,0,0.183,82.1,0.722305,0.18,0.18,0.0,0.0,70.87,68.7,0.0,0.0,21.9,0.027,5.39,6.476,0.464,2.922,0.0,0.754,2.373,1.929,0.5261,0.00047,0.84,138.348634,116.212853
3_7,2_7_1_0_res,1,0.183,82.1,0.722305,0.0,0.0,0.18,0.18,0.0,0.0,72.46,68.82,21.76,0.016,8.846,6.067,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,127.788643,107.34246
3_7,2_7_1_1_res,1,0.183,82.1,0.722305,0.0,0.18,0.18,0.0,0.0,68.73,71.69,0.0,21.29,0.017,3.818,7.722,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,119.079107,100.02645
3_7,2_7_1_2_res,1,0.183,82.1,0.722305,0.18,0.0,0.0,0.18,78.01,0.0,0.0,72.8,23.1,0.057,11.975,5.392,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,139.418309,117.11138
3_7,2_7_1_3_res,1,0.183,82.1,0.722305,0.18,0.18,0.0,0.0,78.61,76.71,0.0,0.0,20.35,0.02,10.464,5.55,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,96.554168,81.105501
3_7,2_7_2_0_res,1,0.183,82.1,0.722305,0.18,0.0,0.0,0.18,87.33,0.0,0.0,83.46,20.21,0.061,10.988,3.85,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,93.271968,78.348453
3_7,2_7_2_1_res,1,0.183,82.1,0.722305,0.18,0.18,0.0,0.0,87.7,86.11,0.0,0.0,23.3,0.058,3.874,6.222,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,159.860355,134.282698
3_7,2_7_2_2_res,1,0.183,164.2,0.722305,0.0,0.18,0.18,0.18,0.0,80.75,84.55,81.12,22.5,0.039,11.608,7.59,0.464,2.922,0.0,0.0,2.373,1.929,0.5261,0.00047,0.84,113.716495,95.521855
3_7,2_7_3_0_res,2,0.517,82.1,0.722305,0.18,0.0,0.0,0.18,97.08,0.0,0.0,96.26,22.26,0.015,6.56,1.958,0.464,2.922,0.783,0.0,2.373,1.929,0.5261,0.00047,0.84,331.777238,278.69288
3_7,2_7_3_1_res,2,0.517,82.1,0.722305,0.18,0.18,0.0,0.0,97.24,96.92,0.0,0.0,22.25,0.064,8.049,4.191,0.464,2.922,0.783,0.0,2.373,1.929,0.5261,0.00047,0.84,282.49014,237.291717
3_7,2_7_3_2_res,2,0.517,164.2,0.692228,0.0,0.18,0.18,0.18,0.0,95.73,96.61,95.73,23.52,0.049,4.608,2.938,0.464,2.922,0.783,0.0,2.373,1.929,0.5261,0.00047,0.84,327.209464,274.855949
3_8,2_8_0_0_res,0,0.184,91.7,1.056906,0.12,0.12,0.0,0.0,72.55,65.67,0.0,0.0,22.95,0.065,3.531,7.506,0.482,2.704,0.0,0.772,2.044,1.834,0.4276,0.00047,0.87,120.717195,105.02396
3_8,2_8_0_1_res,0,0.184,91.7,1.056906,0.0,0.12,0.12,0.0,0.0,66.58,69.92,0.0,22.75,0.058,8.73,7.025,0.482,2.704,0.0,0.772,2.044,1.834,0.4276,0.00047,0.87,107.295064,93.346706
3_8,2_8_0_2_res,0,0.184,183.5,0.528453,0.12,0.0,0.12,0.12,72.08,0.0,68.85,64.44,24.0,0.024,10.921,5.818,0.482,2.704,0.0,0.772,2.044,1.834,0.4276,0.00047,0.87,175.843118,152.983512
3_8,2_8_1_0_res,1,0.184,91.7,1.056906,0.12,0.12,0.0,0.0,80.2,73.91,0.0,0.0,22.13,0.058,8.854,7.612,0.482,2.704,0.0,0.0,2.044,1.834,0.4276,0.00047,0.87,93.133242,81.025921
3_8,2_8_1_1_res,1,0.184,91.7,1.056906,0.0,0.12,0.12,0.0,0.0,74.63,77.72,0.0,21.69,0.047,8.464,6.781,0.482,2.704,0.0,0.0,2.044,1.834,0.4276,0.00047,0.87,90.742041,78.945575
3_8,2_8_1_2_res,1,0.184,183.5,0.528453,0.12,0.0,0.12,0.12,79.7,0.0,77.12,73.12,23.25,0.038,3.729,7.109,0.482,2.704,0.0,0.0,2.044,1.834,0.4276,0.00047,0.87,121.973023,106.11653
3_8,2_8_2_0_res,1,0.184,183.5,0.528453,0.12,0.0,0.12,0.12,88.51,0.0,87.0,84.16,22.69,0.021,8.525,3.751,0.482,2.704,0.0,0.0,2.044,1.834,0.4276,0.00047,0.87,125.823838,109.466739
3_8,2_8_2_1_res,1,0.184,183.5,1.056906,0.12,0.12,0.12,0.0,88.84,84.2,87.32,0.0,20.96,0.031,11.361,5.083,0.482,2.704,0.0,0.0,2.044,1.834,0.4276,0.00047,0.87,90.263813,78.529518
3_8,2_8_3_0_res,2,0.517,183.5,0.528453,0.12,0.0,0.12,0.12,98.21,0.0,98.18,97.42,23.36,0.066,2.852,4.573,0.482,2.704,0.397,0.0,2.044,1.834,0.4276,0.00047,0.87,256.872814,223.479348
3_8,2_8_3_1_res,2,0.517,183.5,0.528453,0.12,0.12,0.12,0.0,98.08,97.61,98.33,0.0,22.17,0.009,6.536,3.947,0.482,2.704,0.397,0.0,2.044,1.834,0.4276,0.00047,0.87,253.023708,220.130626
3_0,3_0_0_2_res,0,0.135,174.0,0.745324,0.0,0.12,0.12,0.0,0.0,51.28,72.66,0.0,20.09,0.044,3.708,5.919,0.284,3.1,0.0,0.254,2.53,2.046,0.5882,0.00043,0.9,83.539416,75.185475
3_0,3_0_0_3_res,0,0.135,174.0,0.745324,0.12,0.12,0.0,0.0,60.54,48.34,0.0,0.0,22.23,0.01,3.367,7.201,0.284,3.1,0.0,0.254,2.53,2.046,0.5882,0.00043,0.9,86.540633,77.88657
3_0,3_0_1_0_res,1,0.135,174.0,0.745324,0.0,0.12,0.12,0.0,0.0,58.42,80.18,0.0,22.28,0.059,11.388,4.123,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,62.398826,56.158943
3_0,3_0_1_1_res,1,0.135,174.0,0.745324,0.0,0.0,0.12,0.12,0.0,0.0,79.18,57.83,22.88,0.062,11.087,3.902,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,72.231382,65.008244
3_0,3_0_1_2_res,1,0.135,174.0,0.745324,0.12,0.12,0.0,0.0,69.87,56.16,0.0,0.0,21.66,0.047,6.723,2.05,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,117.171135,105.454022
3_0,3_0_1_3_res,1,0.135,174.0,0.745324,0.12,0.0,0.0,0.12,69.38,0.0,0.0,56.84,21.44,0.049,4.395,1.959,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,103.378638,93.040774
3_0,3_0_2_0_res,1,0.135,174.0,0.745324,0.0,0.12,0.12,0.0,0.0,70.6,88.93,0.0,23.98,0.019,5.989,5.618,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,51.098336,45.988502
3_0,3_0_2_1_res,1,0.135,174.0,0.745324,0.0,0.0,0.12,0.12,0.0,0.0,88.32,70.35,22.68,0.049,7.176,6.636,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,79.382326,71.444093
3_0,3_0_2_2_res,1,0.135,174.0,0.745324,0.12,0.12,0.0,0.0,82.56,69.45,0.0,0.0,20.37,0.056,6.676,3.623,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,69.200019,62.280017
3_0,3_0_2_3_res,1,0.135,174.0,0.745324,0.12,0.0,0.0,0.12,82.15,0.0,0.0,69.64,22.95,0.043,11.009,3.701,0.284,3.1,0.0,0.0,2.53,2.046,0.5882,0.00043,0.9,63.293055,56.96375
3_0,3_0_3_0_res,2,0.468,174.0,0.745324,0.0,0.0,0.12,0.12,0.0,0.0,99.47,96.99,20.9,0.03,10.519,6.26,0.284,3.1,0.277,0.0,2.53,2.046,0.5882,0.00043,0.9,148.62982,133.766838
